run,pos,target_node,orig,masked_pred,delta,kind,name,importance,score_impact,direction
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,post_interval_sec_max,0.0267030858,-0.252525534,Negative (-)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,post_interval_sec_mean,0.0109368684,0.000116746873,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,type_image_object,0.0108814761,0.0,Zero (0)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,comment_avg_neg_mean,0.0108596645,0.0,Zero (0)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,caption_length_max,0.0108502908,-1.91479921e-06,Negative (-)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,rate_post_cat_4,0.0108374013,0.0,Zero (0)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,comment_avg_pos_max,0.01080178,0.0,Zero (0)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,comment_avg_pos_median,0.0107594309,0.0,Zero (0)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,color_temp_proxy_median,0.0107320026,2.51084566e-06,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Feature,rate_post_cat_6,0.0107255857,0.0,Zero (0)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,#化粧品,0.0098511586,2.39163637e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,noahhinsdale,0.00983904582,2.35885382e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,pier,0.00981948804,2.43932009e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,candacecbure,0.00980682019,2.22064555e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,soni_nicole,0.00977464113,2.39275396e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,sanfrancisco,0.00975545589,2.2303313e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,#ロケ地巡り,0.00974511448,2.37934291e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,#mountfuji,0.00973501988,2.23405659e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,#Okinawasong,0.0097348867,2.41138041e-05,Positive (+)
Run_000_20251216_1500,pos_0,916490,0.04147957265377045,0.04147312417626381,-6.448477506637573e-06,Edge,#フラーハウス,0.0097330939,2.20797956e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,post_interval_sec_max,0.0268425643,-0.252646685,Negative (-)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,rate_post_cat_5,0.0110566225,-1.11758709e-08,Zero (0)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,post_interval_sec_mean,0.0109843938,0.000116568059,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,caption_sent_pos_median,0.0109807989,0.0,Zero (0)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,emoji_count_max,0.010980105,4.84287739e-08,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,caption_length_min,0.0109404074,-1.31130219e-06,Negative (-)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,post_interval_sec_median,0.0109191341,4.97810543e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,type_image_object,0.0109089678,0.0,Zero (0)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,cat_Unknown,0.0109031713,0.0,Zero (0)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Feature,comment_avg_neg_min,0.0108965188,0.0,Zero (0)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,#Beautifultree,0.00984533224,2.37599015e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,lakeside,0.00978355762,2.37040222e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,#famoustown,0.00975902099,2.18935311e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,#ファインディングネバーランド,0.00975300092,2.30632722e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,acoustic guitar,0.00970930234,2.35065818e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,lancomeofficial,0.00969079696,2.31601298e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,#bluerose,0.00968185905,2.15917826e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,juanpablodipace,0.00967721082,2.35661864e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,#uke,0.0096760774,2.24411488e-05,Positive (+)
Run_000_20251216_1500,pos_1,916490,0.04147957265377045,0.0414731502532959,-6.42240047454834e-06,Edge,#movielocation,0.00966915675,3.93018126e-06,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,post_interval_sec_max,0.0267377757,-0.252122201,Negative (-)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,post_interval_sec_mean,0.0109735876,0.000116650015,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,caption_length_mean,0.0108302832,-6.10947609e-07,Negative (-)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,cat_fashion,0.0108029982,0.0,Zero (0)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,caption_sent_neu_mean,0.0107221408,0.0,Zero (0)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,comment_avg_neg_min,0.0107144248,1.86264515e-08,Zero (0)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,brightness_mean,0.0106893238,-4.28408384e-07,Negative (-)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,comment_avg_compound_mean,0.0106561054,2.60770321e-08,Zero (0)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,caption_sent_compound_min,0.0106461002,0.0,Zero (0)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Feature,mention_count_min,0.0106101343,0.0,Zero (0)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#マシューモリソン,0.0099070454,2.28695571e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#manhattanbridge,0.00982618518,2.41659582e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#風俗街,0.00980272889,2.27242708e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#rossgeller,0.00979774538,2.37524509e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#エアーブラシ,0.00976422988,2.35177577e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#davidschwimmer,0.00973720755,2.41287053e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,candacecbure,0.00972873345,2.37040222e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#bluesky,0.00970115326,2.30930746e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#Japan,0.00969911925,2.28621066e-05,Positive (+)
Run_000_20251216_1500,pos_2,916490,0.04147957265377045,0.04147344082593918,-6.1318278312683105e-06,Edge,#Yokohama,0.00968752615,2.41287053e-05,Positive (+)
